epiweek,WeekStart,WeekMid,WeekEnd,Year,Week,train_1,target_1,train_2,target_2,train_3,target_3
201349,01/12/2013,05/12/2013,07/12/2013,2013,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201350,08/12/2013,12/12/2013,14/12/2013,2013,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201351,15/12/2013,19/12/2013,21/12/2013,2013,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201352,22/12/2013,26/12/2013,28/12/2013,2013,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201401,29/12/2013,02/01/2014,04/01/2014,2014,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201402,05/01/2014,09/01/2014,11/01/2014,2014,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201403,12/01/2014,16/01/2014,18/01/2014,2014,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201404,19/01/2014,23/01/2014,25/01/2014,2014,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201405,26/01/2014,30/01/2014,01/02/2014,2014,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201406,02/02/2014,06/02/2014,08/02/2014,2014,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201407,09/02/2014,13/02/2014,15/02/2014,2014,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201408,16/02/2014,20/02/2014,22/02/2014,2014,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201409,23/02/2014,27/02/2014,01/03/2014,2014,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201410,02/03/2014,06/03/2014,08/03/2014,2014,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201411,09/03/2014,13/03/2014,15/03/2014,2014,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201412,16/03/2014,20/03/2014,22/03/2014,2014,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201413,23/03/2014,27/03/2014,29/03/2014,2014,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201414,30/03/2014,03/04/2014,05/04/2014,2014,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201415,06/04/2014,10/04/2014,12/04/2014,2014,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201416,13/04/2014,17/04/2014,19/04/2014,2014,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201417,20/04/2014,24/04/2014,26/04/2014,2014,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201418,27/04/2014,01/05/2014,03/05/2014,2014,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201419,04/05/2014,08/05/2014,10/05/2014,2014,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201420,11/05/2014,15/05/2014,17/05/2014,2014,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201421,18/05/2014,22/05/2014,24/05/2014,2014,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201422,25/05/2014,29/05/2014,31/05/2014,2014,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201423,01/06/2014,05/06/2014,07/06/2014,2014,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201424,08/06/2014,12/06/2014,14/06/2014,2014,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201425,15/06/2014,19/06/2014,21/06/2014,2014,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201426,22/06/2014,26/06/2014,28/06/2014,2014,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201427,29/06/2014,03/07/2014,05/07/2014,2014,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201428,06/07/2014,10/07/2014,12/07/2014,2014,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201429,13/07/2014,17/07/2014,19/07/2014,2014,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201430,20/07/2014,24/07/2014,26/07/2014,2014,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201431,27/07/2014,31/07/2014,02/08/2014,2014,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201432,03/08/2014,07/08/2014,09/08/2014,2014,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201433,10/08/2014,14/08/2014,16/08/2014,2014,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201434,17/08/2014,21/08/2014,23/08/2014,2014,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201435,24/08/2014,28/08/2014,30/08/2014,2014,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201436,31/08/2014,04/09/2014,06/09/2014,2014,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201437,07/09/2014,11/09/2014,13/09/2014,2014,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201438,14/09/2014,18/09/2014,20/09/2014,2014,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201439,21/09/2014,25/09/2014,27/09/2014,2014,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201440,28/09/2014,02/10/2014,04/10/2014,2014,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201441,05/10/2014,09/10/2014,11/10/2014,2014,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201442,12/10/2014,16/10/2014,18/10/2014,2014,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201443,19/10/2014,23/10/2014,25/10/2014,2014,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201444,26/10/2014,30/10/2014,01/11/2014,2014,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201445,02/11/2014,06/11/2014,08/11/2014,2014,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201446,09/11/2014,13/11/2014,15/11/2014,2014,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201447,16/11/2014,20/11/2014,22/11/2014,2014,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201448,23/11/2014,27/11/2014,29/11/2014,2014,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201449,30/11/2014,04/12/2014,06/12/2014,2014,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201450,07/12/2014,11/12/2014,13/12/2014,2014,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201451,14/12/2014,18/12/2014,20/12/2014,2014,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201452,21/12/2014,25/12/2014,27/12/2014,2014,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201453,28/12/2014,01/01/2015,03/01/2015,2014,53,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201501,04/01/2015,08/01/2015,10/01/2015,2015,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201502,11/01/2015,15/01/2015,17/01/2015,2015,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201503,18/01/2015,22/01/2015,24/01/2015,2015,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201504,25/01/2015,29/01/2015,31/01/2015,2015,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201505,01/02/2015,05/02/2015,07/02/2015,2015,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201506,08/02/2015,12/02/2015,14/02/2015,2015,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201507,15/02/2015,19/02/2015,21/02/2015,2015,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201508,22/02/2015,26/02/2015,28/02/2015,2015,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201509,01/03/2015,05/03/2015,07/03/2015,2015,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201510,08/03/2015,12/03/2015,14/03/2015,2015,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201511,15/03/2015,19/03/2015,21/03/2015,2015,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201512,22/03/2015,26/03/2015,28/03/2015,2015,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201513,29/03/2015,02/04/2015,04/04/2015,2015,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201514,05/04/2015,09/04/2015,11/04/2015,2015,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201515,12/04/2015,16/04/2015,18/04/2015,2015,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201516,19/04/2015,23/04/2015,25/04/2015,2015,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201517,26/04/2015,30/04/2015,02/05/2015,2015,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201518,03/05/2015,07/05/2015,09/05/2015,2015,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201519,10/05/2015,14/05/2015,16/05/2015,2015,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201520,17/05/2015,21/05/2015,23/05/2015,2015,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201521,24/05/2015,28/05/2015,30/05/2015,2015,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201522,31/05/2015,04/06/2015,06/06/2015,2015,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201523,07/06/2015,11/06/2015,13/06/2015,2015,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201524,14/06/2015,18/06/2015,20/06/2015,2015,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201525,21/06/2015,25/06/2015,27/06/2015,2015,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201526,28/06/2015,02/07/2015,04/07/2015,2015,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201527,05/07/2015,09/07/2015,11/07/2015,2015,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201528,12/07/2015,16/07/2015,18/07/2015,2015,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201529,19/07/2015,23/07/2015,25/07/2015,2015,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201530,26/07/2015,30/07/2015,01/08/2015,2015,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201531,02/08/2015,06/08/2015,08/08/2015,2015,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201532,09/08/2015,13/08/2015,15/08/2015,2015,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201533,16/08/2015,20/08/2015,22/08/2015,2015,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201534,23/08/2015,27/08/2015,29/08/2015,2015,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201535,30/08/2015,03/09/2015,05/09/2015,2015,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201536,06/09/2015,10/09/2015,12/09/2015,2015,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201537,13/09/2015,17/09/2015,19/09/2015,2015,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201538,20/09/2015,24/09/2015,26/09/2015,2015,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201539,27/09/2015,01/10/2015,03/10/2015,2015,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201540,04/10/2015,08/10/2015,10/10/2015,2015,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201541,11/10/2015,15/10/2015,17/10/2015,2015,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201542,18/10/2015,22/10/2015,24/10/2015,2015,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201543,25/10/2015,29/10/2015,31/10/2015,2015,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201544,01/11/2015,05/11/2015,07/11/2015,2015,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201545,08/11/2015,12/11/2015,14/11/2015,2015,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201546,15/11/2015,19/11/2015,21/11/2015,2015,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201547,22/11/2015,26/11/2015,28/11/2015,2015,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201548,29/11/2015,03/12/2015,05/12/2015,2015,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201549,06/12/2015,10/12/2015,12/12/2015,2015,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201550,13/12/2015,17/12/2015,19/12/2015,2015,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201551,20/12/2015,24/12/2015,26/12/2015,2015,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201552,27/12/2015,31/12/2015,02/01/2016,2015,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201601,03/01/2016,07/01/2016,09/01/2016,2016,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201602,10/01/2016,14/01/2016,16/01/2016,2016,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201603,17/01/2016,21/01/2016,23/01/2016,2016,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201604,24/01/2016,28/01/2016,30/01/2016,2016,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201605,31/01/2016,04/02/2016,06/02/2016,2016,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201606,07/02/2016,11/02/2016,13/02/2016,2016,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201607,14/02/2016,18/02/2016,20/02/2016,2016,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201608,21/02/2016,25/02/2016,27/02/2016,2016,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201609,28/02/2016,03/03/2016,05/03/2016,2016,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201610,06/03/2016,10/03/2016,12/03/2016,2016,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201611,13/03/2016,17/03/2016,19/03/2016,2016,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201612,20/03/2016,24/03/2016,26/03/2016,2016,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201613,27/03/2016,31/03/2016,02/04/2016,2016,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201614,03/04/2016,07/04/2016,09/04/2016,2016,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201615,10/04/2016,14/04/2016,16/04/2016,2016,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201616,17/04/2016,21/04/2016,23/04/2016,2016,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201617,24/04/2016,28/04/2016,30/04/2016,2016,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201618,01/05/2016,05/05/2016,07/05/2016,2016,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201619,08/05/2016,12/05/2016,14/05/2016,2016,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201620,15/05/2016,19/05/2016,21/05/2016,2016,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201621,22/05/2016,26/05/2016,28/05/2016,2016,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201622,29/05/2016,02/06/2016,04/06/2016,2016,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201623,05/06/2016,09/06/2016,11/06/2016,2016,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201624,12/06/2016,16/06/2016,18/06/2016,2016,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201625,19/06/2016,23/06/2016,25/06/2016,2016,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201626,26/06/2016,30/06/2016,02/07/2016,2016,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201627,03/07/2016,07/07/2016,09/07/2016,2016,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201628,10/07/2016,14/07/2016,16/07/2016,2016,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201629,17/07/2016,21/07/2016,23/07/2016,2016,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201630,24/07/2016,28/07/2016,30/07/2016,2016,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201631,31/07/2016,04/08/2016,06/08/2016,2016,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201632,07/08/2016,11/08/2016,13/08/2016,2016,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201633,14/08/2016,18/08/2016,20/08/2016,2016,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201634,21/08/2016,25/08/2016,27/08/2016,2016,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201635,28/08/2016,01/09/2016,03/09/2016,2016,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201636,04/09/2016,08/09/2016,10/09/2016,2016,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201637,11/09/2016,15/09/2016,17/09/2016,2016,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201638,18/09/2016,22/09/2016,24/09/2016,2016,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201639,25/09/2016,29/09/2016,01/10/2016,2016,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201640,02/10/2016,06/10/2016,08/10/2016,2016,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201641,09/10/2016,13/10/2016,15/10/2016,2016,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201642,16/10/2016,20/10/2016,22/10/2016,2016,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201643,23/10/2016,27/10/2016,29/10/2016,2016,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201644,30/10/2016,03/11/2016,05/11/2016,2016,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201645,06/11/2016,10/11/2016,12/11/2016,2016,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201646,13/11/2016,17/11/2016,19/11/2016,2016,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201647,20/11/2016,24/11/2016,26/11/2016,2016,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201648,27/11/2016,01/12/2016,03/12/2016,2016,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201649,04/12/2016,08/12/2016,10/12/2016,2016,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201650,11/12/2016,15/12/2016,17/12/2016,2016,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201651,18/12/2016,22/12/2016,24/12/2016,2016,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201652,25/12/2016,29/12/2016,31/12/2016,2016,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201701,01/01/2017,05/01/2017,07/01/2017,2017,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201702,08/01/2017,12/01/2017,14/01/2017,2017,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201703,15/01/2017,19/01/2017,21/01/2017,2017,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201704,22/01/2017,26/01/2017,28/01/2017,2017,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201705,29/01/2017,02/02/2017,04/02/2017,2017,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201706,05/02/2017,09/02/2017,11/02/2017,2017,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201707,12/02/2017,16/02/2017,18/02/2017,2017,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201708,19/02/2017,23/02/2017,25/02/2017,2017,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201709,26/02/2017,02/03/2017,04/03/2017,2017,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201710,05/03/2017,09/03/2017,11/03/2017,2017,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201711,12/03/2017,16/03/2017,18/03/2017,2017,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201712,19/03/2017,23/03/2017,25/03/2017,2017,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201713,26/03/2017,30/03/2017,01/04/2017,2017,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201714,02/04/2017,06/04/2017,08/04/2017,2017,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201715,09/04/2017,13/04/2017,15/04/2017,2017,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201716,16/04/2017,20/04/2017,22/04/2017,2017,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201717,23/04/2017,27/04/2017,29/04/2017,2017,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201718,30/04/2017,04/05/2017,06/05/2017,2017,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201719,07/05/2017,11/05/2017,13/05/2017,2017,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201720,14/05/2017,18/05/2017,20/05/2017,2017,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201721,21/05/2017,25/05/2017,27/05/2017,2017,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201722,28/05/2017,01/06/2017,03/06/2017,2017,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201723,04/06/2017,08/06/2017,10/06/2017,2017,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201724,11/06/2017,15/06/2017,17/06/2017,2017,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201725,18/06/2017,22/06/2017,24/06/2017,2017,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201726,25/06/2017,29/06/2017,01/07/2017,2017,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201727,02/07/2017,06/07/2017,08/07/2017,2017,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201728,09/07/2017,13/07/2017,15/07/2017,2017,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201729,16/07/2017,20/07/2017,22/07/2017,2017,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201730,23/07/2017,27/07/2017,29/07/2017,2017,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201731,30/07/2017,03/08/2017,05/08/2017,2017,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201732,06/08/2017,10/08/2017,12/08/2017,2017,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201733,13/08/2017,17/08/2017,19/08/2017,2017,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201734,20/08/2017,24/08/2017,26/08/2017,2017,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201735,27/08/2017,31/08/2017,02/09/2017,2017,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201736,03/09/2017,07/09/2017,09/09/2017,2017,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201737,10/09/2017,14/09/2017,16/09/2017,2017,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201738,17/09/2017,21/09/2017,23/09/2017,2017,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201739,24/09/2017,28/09/2017,30/09/2017,2017,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201740,01/10/2017,05/10/2017,07/10/2017,2017,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201741,08/10/2017,12/10/2017,14/10/2017,2017,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201742,15/10/2017,19/10/2017,21/10/2017,2017,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201743,22/10/2017,26/10/2017,28/10/2017,2017,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201744,29/10/2017,02/11/2017,04/11/2017,2017,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201745,05/11/2017,09/11/2017,11/11/2017,2017,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
